product_name,is_standard_number,standard_title,mandatory_or_voluntary,scheme_type,qco_reference,source_url,penalty_clause
‭PVC Geomembranes for Lining‬,IS 15939,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pesticide - Bifenthrin Wettable Powder‬,IS 15962,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Structural steels for building and structures with improved seismic resistance‬,IS 15965,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pre-painted aluminium zinc alloy metallic coated steel strip and sheet (plain)‬,IS 16088,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Extinguishing System‬,IS 16192 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭wheel rims - Methods Of Tests And Requirements‬,IS 16192 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Metal Wheel Rims - Methods Of Tests And Requirements‬,IS 16205,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Systems Buried Under Ground‬,IS 16227 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Instrument Transformers Part 2 Additional Requirements For Current Transformers‬,IS 16352,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Geosynthetics - High Density Polyethylene (hdpe) Geomembranes For Lining‬,IS 16444 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭ac Static Direct Connected Watthour Smart Meter Class 1 and 2‬,IS 16444 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭And 1.0 S Part 2 Transformer Operated Smart Meters‬,IS 1664,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Mineral Mixtures For Supplementing Cattle Feeds‬,IS 16647,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Oriented Unplasticized Polyvinyl Chloride (pvc-o) Pipes For Water Supply‬,IS 17018 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Solar Photovoltaic Water Pumping Systems Part 1 Centrifugal Pumps‬,IS 1835,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Round Steel Wire For Ropes‬,IS 191,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Copper‬,IS 2097,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Foam Making Branch Pipe And Foam Inductor‬,IS 2141,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Hot Dip Galvanized Stay Strand‬,IS 2266,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel Wire Ropes For General Engineering Purposes‬,IS 2573,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Leather Gauntlets and Mittens‬‭(*)‬,IS 2923,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Carmoisine, Food Grade‬",IS 3024,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Grain Oriented Electrical Steel Sheets and Strips‬,IS 335,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭New insulating oils‬,IS 3521 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Personal Fall Arrest Systems – Part 1 Full Body Harness‬,IS 4355,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Fire-resistant Brattice Cloth‬,IS 4454 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭unalloyed‬,IS 4457,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ceramic Unglazed Vitreous Acid Resisting Tile‬,IS 4467,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Caramel‬,IS 4989,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Form concentrate for producing mechanical foam for fire fighting‬,IS 5168,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Glass Feeding Bottles‬,IS 5470,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 16],IS 550 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Safes Part 1 Specification‬,IS 5557,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Industrial and Protective Rubber Knee and Ankle Boots‬,IS 5557 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭All Rubber Gum Boots And Ankle Boots Part 2 Occupational Purposes‬,IS 6006,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Uncoated Stress Relieved Strand For Prestressed Concrete‬,IS 6192,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles- Monoaxially oriented high density polyethylene tapes‬,IS 648,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cold rolled non-oriented electrical steel sheet and strip - Fully processed type‬,IS 6595 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭agricultural and rural water supply‬,IS 738,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Wrought Aluminium Alloys, Drawn Tube For General Engineering Purposes‬",IS 779,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Water Meters (domestic type)‬,IS 8309,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Compression type tubular terminal ends for aluminium conductors of insulated cables‬,IS 8329,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Centrifugally cast (spun) ductile iron pressure pipes for water, gas and sewage‬",IS 8423,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Controlled Percolating Hose For Fire Fighting‬,IS 8442,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Stand Post Type Water And Foam Monitor For Fire Fighting‬,IS 8498,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Temephos Emulsifiable Concentrates (ec)‬,IS 9103,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Concrete Admixtures‬,IS 9436,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Performance requirements and methods of tests for wheels for passenger cars‬,IS 9438,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Performance requirements and methods of tests for wheels/rims for trucks‬,IS 9973,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Part 2 Retro-reflective devices‬,IS 10079,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cylindrical metal measures for use in tests of aggregates and concrete‬,IS 10080,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Vibration machine for standard cement mortar cubes‬,IS 10228,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭School Bag‬,IS 10577,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Lancing Pipes‬‭(*)‬,IS 11087,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Paper for magnetic ink character recognition cheque printing‬,IS 11569,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cervical Collar‬,IS 11646 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cane For Visually Handicapped Part 2 Folding Type‬,IS 11673 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sodium Hypochlorite Solution Part 2 Water Treatment Use‬,IS 1223,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Apparatus For Determination of Milk Fat by Gerber Method‬,IS 12234,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Plastic Equilibrium Float Valve for Cold Water Services‬,IS 12337,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Manually Operated Fertilizer Broadcaster‬,IS 12664 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭dimensions‬,IS 12744,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Ready Mixed Paint, Air Drying, Red Oxide - Zinc Phosphate, Priming‬",IS 12912,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Bromadiolone Rb‬,IS 12913,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Bromadiolone Cb‬,IS 13049,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Diaphragm type (plastic body) Float Operated Valves For Cold Water Services‬,IS 13114,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Forged Brass Gate, Globe And Check Valves For Water Works Purposes‬",IS 1321 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sisal Ropes - Part 1 : Untarred Varieties‬,IS 14186,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pesticide - Diflubenzuron Wp‬,IS 14261,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Transmission Devices - V-belts - Endless Narrow V-belts For Industrial Use‬,IS 15182,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 17],IS 15219,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Aluminium Phosphide Powder Formulation‬,IS 15227,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Deltamethrin Ulv‬,IS 15236,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Profenofos + Cypermethrin Emulsifiable Concentrate‬,IS 15240,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Profenofos Emulsifiable Concentrate‬,IS 1566,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Hard-drawn Steel Wire Fabric for Concrete Reinforcement‬,IS 15848,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Zinc Sulphate, Monohydrate, Agricultural Grade‬",IS 16720,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pulverized Fuel Ash-cement Bricks‬,IS 1741,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Latex Foam Rubber Products‬,IS 1784,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Screwed Closures for Drums‬,IS 1804,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel Wire Ropes - Fibre Main Cores‬,IS 1855,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Stranded Steel Wire Ropes For Winding And Man-riding Haulages In Mines‬,IS 1932,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Mustard And Rape Seed Oilcake As Livestock Feed Ingredient‬,IS 1989 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Leather Safety Boots And Shoes - Part 2 : For Heavy Metal Industries‬,IS 1997,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Laboratory Glassware - Burettes‬,IS 2098,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Asbestos Cement Building Boards‬,IS 2142,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Bromine, Technical‬",IS 2365,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Steel Wire Suspension Ropes For Lifts, Elevators And Hoists‬",IS 245,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Trichloroethylene, Technical‬",IS 2556 (Part 5),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭laboratory sinks‬,IS 2641,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Electrical Welding accessories‬,IS 2653,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Safety matches in boxes‬‭(*)‬,IS 266,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sulphuric Acid‬,IS 2730,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Magnesium Sulphate (epsom salt)‬,IS 276,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Austenitic-manganese Steel Castings‬,IS 281,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Mild Steel Sliding Door Bolts For Use With Padlocks‬,IS 3390,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Sphygmomanometers, Mercurial‬",IS 3443,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Crane Rail Sections‬,IS 362,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Parliament Hinges‬,IS 3623,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Guide and Rubbing Ropes‬,IS 3829 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭hospital and pharmaceutical use)‬,IS 3829 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pressure Type‬,IS 3829 (Part 3),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Steam Sterilizers - Part 3 : Pressure Sterilizers, Vertical Cylindrical Type‬",IS 3992,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Trays, Kidney‬",IS 3993,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Trays, Instruments‬",IS 4003 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pipe Wrenches - Part 1 : General Purpose‬,IS 4003 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pipe Wrenches - Part 2 : Heavy Duty‬,IS 4447,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Sodium Benzoate, Food Grade‬",IS 4454 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Wire and Valve Spring Wire - Unalloyed‬,IS 4505,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 18],IS 4508,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Open Ended Slugging Wrenches (spanners)‬,IS 4509,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ring Slugging Wrenches (spanners)‬,IS 5012,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cellulose Film‬,IS 5135 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Hand-rotary duster - Part 1 : Belly-mounted type‬,IS 5143,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Adjustable Axillary Crutches‬,IS 5513,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Vicat Apparatus‬,IS 5516,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Variable flow type air-permeability apparatus (blaine type)‬,IS 5852,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Protective Steel Toe Caps For Footwear‬,IS 6218,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Bicycle - Mudguards‬,IS 650,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
